0114109621569689_,1,AGUASCALIENTES,7,RINCON DE ROMOS,RINCONADA,Ejido
0114109621569726_,1,AGUASCALIENTES,7,RINCON DE ROMOS,SAN JACINTO,Ejido
0114109621569745_,1,AGUASCALIENTES,7,RINCON DE ROMOS,SAN JUAN DE LA NATURA,Ejido
0114109621570448_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,AMAPOLAS Y ANEXAS,Ejido
0114109621570474_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,CHICALOTE,Ejido
0114109621570502_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,EL BARRANCO,Ejido
0114109621569249_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,EL MEZQUITE,Ejido
0114109621570540_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,EL PUERTECITO,Ejido
0114109621570596_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,EL TEPETATE,Ejido
0114109621570614_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,LA CONCEPCION,Ejido
0114109621570651_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,LA ESCONDIDA,Ejido
0114109621570670_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,LA GUAYANA,Ejido
0114109621570782_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,LORETO,Ejido
0114109621570931_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,RANCHO NUEVO,Ejido
0114109621570949_,1,AGUASCALIENTES,11,SAN FRANCISCO DE LOS ROMO,SAN FRANCISCO DE LOS ROMO,Ejido
0114109621569854_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,EL TORIL,Ejido
0114109621569891_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,LA CONGOJA,Ejido
0114109621569909_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,MIGUEL HIDALGO,Ejido
0111039776768314_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,MONTE GRANDE DE SIERRA FRIA,Comunidad
0114109621569947_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,PAREDES,Ejido
0114109621569782_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,POTRERO DE LOS LOPEZ,Comunidad
0114109621569965_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,POTRERO DE LOS LOPEZ,Ejido
0114109621569835_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,SAN JOSE DE GRACIA,Comunidad
0114109621569992_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,SAN JOSE DE GRACIA,Ejido
01008E2405060002_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,SIERRA FRIA,Ejido
0114109621570020_,1,AGUASCALIENTES,8,SAN JOSE DE GRACIA,TUNEL DEL POTRERILLO,Ejido
0114109621570058_,1,AGUASCALIENTES,9,TEPEZALA,ALAMITOS,Ejido
0114109621570077_,1,AGUASCALIENTES,9,TEPEZALA,ARROYO HONDO,Ejido
0114109621570114_,1,AGUASCALIENTES,9,TEPEZALA,CALDERA,Ejido
0114109621570132_,1,AGUASCALIENTES,9,TEPEZALA,CARBONERAS,Ejido
0114109621570170_,1,AGUASCALIENTES,9,TEPEZALA,EL BARRANCO,Ejido
0114109621570188_,1,AGUASCALIENTES,9,TEPEZALA,EL CHAYOTE,Ejido
0114109621570225_,1,AGUASCALIENTES,9,TEPEZALA,EL CUNQUIAN,Ejido
0114109621570244_,1,AGUASCALIENTES,9,TEPEZALA,EL REFUGIO,Ejido
0114109621570281_,1,AGUASCALIENTES,9,TEPEZALA,LOS HORNOS,Ejido
0114109621570300_,1,AGUASCALIENTES,9,TEPEZALA,MESILLAS,Ejido
0114109621570337_,1,AGUASCALIENTES,9,TEPEZALA,OJO DE AGUA DE LOS MONTES,Ejido
0114109621570355_,1,AGUASCALIENTES,9,TEPEZALA,PUERTO DE LA CONCEPCION,Ejido
0114109621570383_,1,AGUASCALIENTES,9,TEPEZALA,SAN ANTONIO,Ejido
0114109621570401_,1,AGUASCALIENTES,9,TEPEZALA,SAN RAFAEL,Ejido
0114109621570429_,1,AGUASCALIENTES,9,TEPEZALA,TEPEZALA,Ejido
0214109621571536_,2,BAJA CALIFORNIA,1,ENSENADA,18 DE MARZO,Ejido
0214109621571564_,2,BAJA CALIFORNIA,1,ENSENADA,27 DE ENERO,Ejido
0214109621571582_,2,BAJA CALIFORNIA,1,ENSENADA,ADOLFO RAMIREZ MENDEZ,Ejido
0214109621571620_,2,BAJA CALIFORNIA,1,ENSENADA,ADOLFO RUIZ CORTINEZ,Ejido
0214109621571638_,2,BAJA CALIFORNIA,1,ENSENADA,ALBERTO RODRIGUEZ,Ejido
0214109621573148_,2,BAJA CALIFORNIA,1,ENSENADA,ANTONIO MELENDRES,Ejido
0214109621571694_,2,BAJA CALIFORNIA,1,ENSENADA,BENITO JUAREZ,Ejido
0214109621571750_,2,BAJA CALIFORNIA,1,ENSENADA,CAÑON DE LOS ENCINOS Y SAN ANTONIO NECUA,Ejido
0214109621571731_,2,BAJA CALIFORNIA,1,ENSENADA,CAPRICORNIO,Ejido
0214109621571788_,2,BAJA CALIFORNIA,1,ENSENADA,CHAPALA,Ejido
0214109621571805_,2,BAJA CALIFORNIA,1,ENSENADA,CHAPULTEPEC,Ejido
0214109621571844_,2,BAJA CALIFORNIA,1,ENSENADA,CONFEDERACION NACIONAL CAMPESINA,Ejido
0214109621571861_,2,BAJA CALIFORNIA,1,ENSENADA,CORDILLERA MOLINA,Ejido
0214109621571899_,2,BAJA CALIFORNIA,1,ENSENADA,CORONEL ESTEBAN CANTU,Ejido
0214109621571917_,2,BAJA CALIFORNIA,1,ENSENADA,DELICIAS,Ejido
0214109621571518_,2,BAJA CALIFORNIA,1,ENSENADA,DIECISEIS DE SEPTIEMBRE,Ejido
0214109621571954_,2,BAJA CALIFORNIA,1,ENSENADA,EL AJUSCO,Ejido
0214109621571973_,2,BAJA CALIFORNIA,1,ENSENADA,EL BRAMADERO,Ejido
0214109621572010_,2,BAJA CALIFORNIA,1,ENSENADA,EL COSTEÑO,Ejido
0214109621572028_,2,BAJA CALIFORNIA,1,ENSENADA,EL PAPALOTE,Ejido
0214109621572056_,2,BAJA CALIFORNIA,1,ENSENADA,EL PIPILA,Ejido
0214109621572076_,2,BAJA CALIFORNIA,1,ENSENADA,EL PORVENIR,Ejido
0214109621572105_,2,BAJA CALIFORNIA,1,ENSENADA,EMILIANO ZAPATA,Ejido
0214109621572123_,2,BAJA CALIFORNIA,1,ENSENADA,EMILIANO ZAPATA (FRANCISCO ZARCO),Ejido
0214109621572162_,2,BAJA CALIFORNIA,1,ENSENADA,ENSENADA,Ejido
0214109621572179_,2,BAJA CALIFORNIA,1,ENSENADA,ERENDIRA,Ejido
0214109621572235_,2,BAJA CALIFORNIA,1,ENSENADA,FRANCISCO  VILLA NO.2,Ejido
0214109621572217_,2,BAJA CALIFORNIA,1,ENSENADA,FRANCISCO VILLA # 1,Ejido
0214109621572329_,2,BAJA CALIFORNIA,1,ENSENADA,GENERALISIMO MORELOS,Ejido
0214109621572273_,2,BAJA CALIFORNIA,1,ENSENADA,GRAL. FRANCISCO R. SERRANO,Ejido
0214109621572347_,2,BAJA CALIFORNIA,1,ENSENADA,GRAL. LEANDRO VALLE,Ejido
0214109621572291_,2,BAJA CALIFORNIA,1,ENSENADA,GRAL. RODOLFO SANCHEZ TABOADA,Ejido
0214109621572402_,2,BAJA CALIFORNIA,1,ENSENADA,HEROES DE BAJA CALIFORNIA,Ejido
0214109621572440_,2,BAJA CALIFORNIA,1,ENSENADA,HEROES DE CHAPULTEPEC,Ejido
0214109621572458_,2,BAJA CALIFORNIA,1,ENSENADA,IGNACIO LOPEZ RAYON,Ejido
0214109621572496_,2,BAJA CALIFORNIA,1,ENSENADA,INDEPENDENCIA,Ejido
0214109621573483_,2,BAJA CALIFORNIA,1,ENSENADA,ING. RAUL SANCHEZ DIAZ,Ejido
0214109621572514_,2,BAJA CALIFORNIA,1,ENSENADA,INGENIERO AGRONOMO EMILIO LOPEZ ZAMORA,Ejido
0214109621572588_,2,BAJA CALIFORNIA,1,ENSENADA,J. MA.MORELOS (CAÑON DE S.SIMON),Ejido
0214109621572541_,2,BAJA CALIFORNIA,1,ENSENADA,JAMAU,Ejido
0214109621572560_,2,BAJA CALIFORNIA,1,ENSENADA,JOSE MARIA MORELOS Y PAVON,Ejido
0214109621572606_,2,BAJA CALIFORNIA,1,ENSENADA,JUAREZ,Ejido
0214109621571471_,2,BAJA CALIFORNIA,1,ENSENADA,LA HUERTA,Ejido
0214109621572646_,2,BAJA CALIFORNIA,1,ENSENADA,LA MISION,Ejido
02001E1708070001_,2,BAJA CALIFORNIA,1,ENSENADA,LAGUNA DE HANSON,Ejido
0214109621572663_,2,BAJA CALIFORNIA,1,ENSENADA,LAZARO CARDENAS DEL RIO,Ejido
0214109621572702_,2,BAJA CALIFORNIA,1,ENSENADA,LEY FEDERAL DE REFORMA AGRARIA,Ejido
0214109621572720_,2,BAJA CALIFORNIA,1,ENSENADA,LEYES DE REFORMA,Ejido
0214109621571676_,2,BAJA CALIFORNIA,1,ENSENADA,LIC. ALFREDO V. BONFIL,Ejido
0214109621572777_,2,BAJA CALIFORNIA,1,ENSENADA,LIC. GUSTAVO DIAZ ORDAZ,Ejido
0214109621572758_,2,BAJA CALIFORNIA,1,ENSENADA,LIC. JOSE LOPEZ PORTILLO,Ejido
